product_key,product_name,product_category,product_subcategory,product_container,product_base_margin
1223,Martin Yale Chadless Opener Electric Letter Opener,Office Supplies,"Scissors, Rulers and Trimmers",Medium Box,0.83
1224,Wilson Jones Suede Grain Vinyl Binders,Office Supplies,Binders and Binder Accessories,Small Box,0.36
1225,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,Office Supplies,Appliances,Large Box,0.46
1226,"Eldon Executive Woodline II Desk Accessories, Mahogany",Furniture,Office Furnishings,Small Box,0.58
1227,"Verbatim DVD Rewritable Disc, Single-Sided, 4.7GB",Technology,Computer Peripherals,Small Pack,0.55
1228,Kensington 4 Outlet MasterPiece Compact Power Control Center,Office Supplies,Appliances,Small Box,0.57
1229,Xerox 223,Office Supplies,Paper,Small Box,0.37
1230,"210 Trimline Phone, White",Technology,Office Machines,Medium Box,0.38
1231,Stanley Bostitch Contemporary Electric Pencil Sharpeners,Office Supplies,Pens & Art Supplies,Small Pack,0.57
1232,5170i,Technology,Telephones and Communication,Small Box,0.57
1233,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Office Supplies,Pens & Art Supplies,Wrap Bag,0.45
1234,Desktop 3-Pocket Hot File,Office Supplies,Storage & Organization,Small Box,0.59
1235,Lexmark 4227 Plus Dot Matrix Printer,Technology,Office Machines,Jumbo Drum,0.55
1236,6162,Technology,Telephones and Communication,Small Box,0.59
1237,Avery 482,Office Supplies,Labels,Small Box,0.38
1238,Xerox 1972,Office Supplies,Paper,Small Box,0.4
1239,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",Office Supplies,Rubber Bands,Wrap Bag,0.38
1240,"Sony IBM Color Diskettes, 25/Pack",Technology,Computer Peripherals,Small Pack,0.61
1241,"Fellowes Mobile File Cart, Black",Office Supplies,Storage & Organization,Small Box,0.58
1242,Sterilite Officeware Hinged File Box,Office Supplies,Storage & Organization,Small Box,0.58
1243,Xerox 1883,Office Supplies,Paper,Small Box,0.39
1244,Belkin OmniView SE Rackmount Kit,Office Supplies,Storage & Organization,Large Box,0.85
1245,iDEN i550,Technology,Telephones and Communication,Small Box,0.6
1246,DAX Wood Document Frame,Furniture,Office Furnishings,Small Pack,0.49
1247,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",Office Supplies,Appliances,Medium Box,0.4
1248,Okidata Pacemark 4410N Wide Format Dot Matrix Printer,Technology,Office Machines,Jumbo Box,0.57
1249,R289LX,Technology,Telephones and Communication,Small Box,0.57
1250,"Electrix Incandescent Magnifying Lamp, Black",Furniture,Office Furnishings,Large Box,0.58
1251,AT&T 1430 2.4GHz Analog Phone w/Caller ID,Technology,Office Machines,Small Box,0.54
1252,UniKeep View Case Binders,Office Supplies,Binders and Binder Accessories,Small Box,0.39
1253,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",Office Supplies,Binders and Binder Accessories,Small Box,0.36
1254,"Bush Cubix Conference Tables, Fully Assembled",Furniture,Tables,Jumbo Box,0.6
1255,Logitech Cordless Keyboard,Technology,Computer Peripherals,Small Box,0.49
1256,V66,Technology,Telephones and Communication,Small Box,0.59
1257,Advantus Plastic Paper Clips,Office Supplies,Rubber Bands,Wrap Bag,0.37
1258,O'Sullivan 4-Shelf Bookcase in Odessa Pine,Furniture,Bookcases,Jumbo Box,0.68
1259,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",Office Supplies,Binders and Binder Accessories,Small Box,0.4
1260,Novimex High-Tech Fabric Mesh Task Chair,Furniture,Chairs & Chairmats,Jumbo Drum,0.78
1261,Xerox 209,Office Supplies,Paper,Small Box,0.37
1262,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",Office Supplies,Pens & Art Supplies,Wrap Bag,0.41
